_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-4,L1k:226749,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-G150:CXCL6@PC3@25ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,158|506|514|1337|1431|4191|5188|5256|6185|9588|10632|54205|79717,ADSL|ATP5F1B|ATP5F1E|COX6A1|CS|MDH2|GATB|PHKA2|RPN2|PRDX6|ATP5MG|CYCS|PPCS,-1.9,0
1,-4,L1k:226885,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-H0656:CCL14@HCC515@100ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,132|2181|2339|3422|3939|4141|4144|5440|5441|8560|29880|51495|54205,ADK|ACSL3|FNTA|IDI1|LDHA|MARS1|MAT2A|POLR2K|POLR2L|DEGS1|ALG5|HACD3|CYCS,-1.9,0
1,-4,L1k:226957,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-I2276:IL12B@HCC515@10ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,506|1431|1738|2806|2954|4144|5223|5236|6185|9054|22934|51382|55256,ATP5F1B|CS|DLD|GOT2|GSTZ1|MAT2A|PGAM1|PGM1|RPN2|NFS1|RPIA|ATP6V1D|ADI1,-1.9,0
1,-4,L1k:227529,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-N0524:PNOC@A549@1ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,38|516|622|1738|2582|3251|4860|5435|5436|7298|10063|54205|57016,ACAT1|ATP5MC1|BDH1|DLD|GALE|HPRT1|PNP|POLR2F|POLR2G|TYMS|COX17|CYCS|AKR1B10,-1.9,0
1,-4,L1k:227613,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-N5017:NPY@PC3@2ng/mL:2h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,533|661|1738|2531|3612|4698|5440|7381|7388|51727|54205|55256|84890,ATP6V0B|POLR3D|DLD|KDSR|IMPA1|NDUFA5|POLR2K|UQCRB|UQCRH|CMPK1|CYCS|ADI1|ADO,-1.9,0
1,-4,L1k:228086,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-SRP3022:WISP2@A549@15ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,501|847|1738|2181|3251|4698|5440|5723|7358|8803|54205|55256|55748,ALDH7A1|CAT|DLD|ACSL3|HPRT1|NDUFA5|POLR2K|PSPH|UGDH|SUCLA2|CYCS|ADI1|CNDP2,-1.9,0
1,-4,L1k:228122,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-SRP3029:VEGFA@A549@200ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,128|533|1738|2582|2954|5435|5439|6390|6652|22934|26227|54205|84890,ADH5|ATP6V0B|DLD|GALE|GSTZ1|POLR2F|POLR2J|SDHB|SORD|RPIA|PHGDH|CYCS|ADO,-1.9,0
1,-4,L1k:229444,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-SRP3188:WISP3@HT29@200ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,3157|4706|5223|5373|5438|6392|7358|10632|22934|51382|51495|55256|55748,HMGCS1|NDUFAB1|PGAM1|PMM2|POLR2I|SDHD|UGDH|ATP5MG|RPIA|ATP6V1D|HACD3|ADI1|CNDP2,-1.9,0
1,-4,L1k:229768,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-SRP4333:CCL17@HT29@15ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,128|533|1537|3157|4144|5223|5438|7358|22934|51382|51495|54205|55748,ADH5|ATP6V0B|CYC1|HMGCS1|MAT2A|PGAM1|POLR2I|UGDH|RPIA|ATP6V1D|HACD3|CYCS|CNDP2,-1.9,0
1,-4,L1k:230056,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-SRP4596:IFNA1@HT29@1ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,128|2806|4144|4704|5438|6390|6392|7358|22934|51382|55256|55748|65057,ADH5|GOT2|MAT2A|NDUFA9|POLR2I|SDHB|SDHD|UGDH|RPIA|ATP6V1D|ADI1|CNDP2|ACD,-1.9,0
1,-4,L1k:230074,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-SRP4623P:MSTN@HT29@100ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,128|590|1738|2673|3157|4706|4719|5297|5438|6241|6390|54205|55278,ADH5|BCHE|DLD|GFPT1|HMGCS1|NDUFAB1|NDUFS1|PI4KA|POLR2I|RRM2|SDHB|CYCS|QRSL1,-1.9,0
1,-4,L1k:230236,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-SRP4760:APOE@HT29@1000ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,128|3157|4144|4706|5223|5557|6392|7358|22934|51082|51382|54205|55748,ADH5|HMGCS1|MAT2A|NDUFAB1|PGAM1|PRIM1|SDHD|UGDH|RPIA|POLR1D|ATP6V1D|CYCS|CNDP2,-1.9,0
1,-4,L1k:230578,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-T7799:LTA@HT29@100ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,191|471|1738|3157|4144|4190|4719|5223|7298|51495|54205|55256|55748,AHCY|ATIC|DLD|HMGCS1|MAT2A|MDH1|NDUFS1|PGAM1|TYMS|HACD3|CYCS|ADI1|CNDP2,-1.9,0
1,-4,L1k:230800,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-L111:FGF1@MCF10A@1ng/uL:1h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,128|501|513|514|2582|2937|4728|5441|6390|10269|10632|29796|51728,ADH5|ALDH7A1|ATP5F1D|ATP5F1E|GALE|GSS|NDUFS8|POLR2L|SDHB|ZMPSTE24|ATP5MG|UQCR10|POLR3K,-1.9,0
1,-4,L1k:230865,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-L157:HRG@SKBR3@100ng/uL:24h (UP),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,533|1503|2023|4860|4953|5425|5435|5438|5471|6723|7371|8566|51005,ATP6V0B|CTPS1|ENO1|PNP|ODC1|POLD2|POLR2F|POLR2I|PPAT|SRM|UCK2|PDXK|AMDHD2,-1.9,0
1,-4,L1k:231134,M1,1,0,L1000 Lgnd,94,Lgnd:COL4A6:COL4A6@HT29@400ng/mL:2h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,506|1340|1738|2821|4724|5188|5223|5281|5289|5438|7086|7298|29796,ATP5F1B|COX6B1|DLD|GPI|NDUFS4|GATB|PGAM1|PIGF|PIK3C3|POLR2I|TKT|TYMS|UQCR10,-1.9,0
1,-4,L1k:231390,M1,1,0,L1000 Lgnd,94,Lgnd:CXCL12:CXCL12@HT29@100ng/mL:2h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,128|594|2023|2356|2805|3251|3939|5223|5230|5427|5832|7298|10588,ADH5|BCKDHB|ENO1|FPGS|GOT1|HPRT1|LDHA|PGAM1|PGK1|POLE2|ALDH18A1|TYMS|MTHFS,-1.9,0
1,-4,L1k:233019,M1,1,0,L1000 Lgnd,94,Lgnd:IL1A:IL1A@VCAP@5ng/mL:4h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,31|978|1340|2098|3714|4128|4694|4728|5438|7358|26227|55256|55703,ACACA|CDA|COX6B1|ESD|JAG2|MAOA|NDUFA1|NDUFS8|POLR2I|UGDH|PHGDH|ADI1|POLR3B,-1.9,0
1,-4,L1k:233032,M1,1,0,L1000 Lgnd,94,Lgnd:IL1B:IL1B@MCF7@5ng/mL:2h (UP),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,47|522|1329|1737|2271|2597|4694|4702|5160|5422|5832|6391|55748,ACLY|ATP5PF|COX5B|DLAT|FH|GAPDH|NDUFA1|NDUFA8|PDHA1|POLA1|ALDH18A1|SDHC|CNDP2,-1.9,0
1,-4,L1k:233815,M1,1,0,L1000 Lgnd,94,Lgnd:OSM:OSM@HT29@100ng/mL:2h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,435|514|522|1329|1337|2806|4860|6185|7358|10063|10476|10632|54205,ASL|ATP5F1E|ATP5PF|COX5B|COX6A1|GOT2|PNP|RPN2|UGDH|COX17|ATP5PD|ATP5MG|CYCS,-1.9,0
1,-4,L1k:233983,M1,1,0,L1000 Lgnd,94,Lgnd:PROZ:PROZ@A549@150ng/mL:2h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,847|2582|2678|3081|3704|5373|7086|7298|8310|27235|27349|55748|84890,CAT|GALE|GGT1|HGD|ITPA|PMM2|TKT|TYMS|ACOX3|COQ2|MCAT|CNDP2|ADO,-1.9,0
1,-4,L1k:234215,M1,1,0,L1000 Lgnd,94,Lgnd:SFN:SFN@HT29@1000ng/mL:2h (DN),,-4,3.5,4.9,10173,100,383,13,3.4,0.93,191|471|2271|2821|4706|4719|7086|7298|51382|51495|55256|55748|65057,AHCY|ATIC|FH|GPI|NDUFAB1|NDUFS1|TKT|TYMS|ATP6V1D|HACD3|ADI1|CNDP2|ACD,-1.9,0
1,-3.9,L1k:228742,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-SRP3083:IL1B@HT29@5ng/mL:4h (DN),,-3.9,5.2,5.3,10173,41,383,8,2.1,0.73,128|3157|3988|5373|5625|7167|23556|54205,ADH5|HMGCS1|LIPA|PMM2|PRODH|TPI1|PIGN|CYCS,-1.8,0
1,-3.9,L1k:233423,M1,1,0,L1000 Lgnd,94,Lgnd:LIF:LIF@A549@1.65ng/mL:2h (DN),,-3.9,7.2,5.8,10173,22,383,6,1.6,0.63,5033|5223|5230|5373|7167|65057,P4HA1|PGAM1|PGK1|PMM2|TPI1|ACD,-1.8,0
1,-3.6,L1k:233953,M1,1,0,L1000 Lgnd,94,Lgnd:PRL:PRL@HA1E@10ng/mL:2h (DN),,-3.6,5.5,5.2,10173,34,383,7,1.8,0.68,128|1537|5223|5236|7167|8733|22934,ADH5|CYC1|PGAM1|PGM1|TPI1|GPAA1|RPIA,-1.6,0
1,-3.6,L1k:227389,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-M3552:CCL19@HCC515@15ng/mL:4h (DN),,-3.6,8.3,5.8,10173,16,383,5,1.3,0.58,1340|4704|5438|55256|65057,COX6B1|NDUFA9|POLR2I|ADI1|ACD,-1.6,0
1,-3.6,L1k:230812,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-L138:GAS6@MCF10A@1ng/uL:6h (DN),,-3.6,5.3,5.1,10173,35,383,7,1.8,0.68,1537|1738|5223|5441|54205|55256|55748,CYC1|DLD|PGAM1|POLR2L|CYCS|ADI1|CNDP2,-1.6,0
1,-3.5,L1k:229112,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-SRP3141:PSPN@A549@16ng/mL:4h (DN),,-3.5,3.5,4.5,10173,84,383,11,2.9,0.85,501|549|1738|3251|5223|5440|7086|7358|54205|55256|55748,ALDH7A1|AUH|DLD|HPRT1|PGAM1|POLR2K|TKT|UGDH|CYCS|ADI1|CNDP2,-1.6,0
1,-3.5,L1k:229094,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-SRP3139:PDGFC@A549@100ng/mL:4h (DN),,-3.5,3.4,4.5,10173,85,383,11,2.9,0.85,501|1738|2023|2805|3251|5223|5440|7167|7358|54205|55256,ALDH7A1|DLD|ENO1|GOT1|HPRT1|PGAM1|POLR2K|TPI1|UGDH|CYCS|ADI1,-1.6,0
1,-3.5,L1k:226663,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-G0407:CSF3@A375@50ng/mL:4h (DN),,-3.5,3.2,4.4,10173,99,383,12,3.1,0.89,514|1337|1743|2098|3157|3614|4724|5162|5283|10632|27235|51382,ATP5F1E|COX6A1|DLST|ESD|HMGCS1|IMPDH1|NDUFS4|PDHB|PIGH|ATP5MG|COQ2|ATP6V1D,-1.6,0
1,-3.5,L1k:226647,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-G0278:GAL@A549@15ng/mL:4h (DN),,-3.5,5.2,5,10173,36,383,7,1.8,0.68,128|2582|2954|6185|7086|8802|57016,ADH5|GALE|GSTZ1|RPN2|TKT|SUCLG1|AKR1B10,-1.6,0
1,-3.5,L1k:230968,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-L206:INS@MCF10A@1ng/uL:6h (DN),,-3.5,5.2,5,10173,36,383,7,1.8,0.68,1337|2597|3157|5223|5438|5441|6184,COX6A1|GAPDH|HMGCS1|PGAM1|POLR2I|POLR2L|RPN1,-1.6,0
1,-3.5,L1k:231590,M1,1,0,L1000 Lgnd,94,Lgnd:EFNA3:EFNA3@A549@40ng/mL:2h (DN),,-3.5,5.2,5,10173,36,383,7,1.8,0.68,218|4191|5162|5426|22934|54205|65057,ALDH3A1|MDH2|PDHB|POLE|RPIA|CYCS|ACD,-1.6,0
1,-3.4,L1k:225121,M1,1,0,L1000 Lgnd,94,Lgnd:CCL23:CCL23@HCC515@50ng/mL:2h (DN),,-3.4,3.2,4.3,10173,100,383,12,3.1,0.89,128|513|847|1841|2954|4723|4728|5281|5320|6723|7167|27235,ADH5|ATP5F1D|CAT|DTYMK|GSTZ1|NDUFV1|NDUFS8|PIGF|PLA2G2A|SRM|TPI1|COQ2,-1.6,0
1,-3.4,L1k:225353,M1,1,0,L1000 Lgnd,94,Lgnd:CLEC11A:CLEC11A@VCAP@20ng/mL:4h (DN),,-3.4,3.2,4.3,10173,100,383,12,3.1,0.89,128|514|522|1340|3939|4128|5438|6185|6709|7358|23193|51495,ADH5|ATP5F1E|ATP5PF|COX6B1|LDHA|MAOA|POLR2I|RPN2|SPTAN1|UGDH|GANAB|HACD3,-1.6,0
1,-3.4,L1k:225373,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-228-10702-2:HGF@A549@50ng/mL:4h (DN),,-3.4,3.2,4.3,10173,100,383,12,3.1,0.89,128|218|1537|1738|5198|6117|7358|8879|22934|54205|57016|84890,ADH5|ALDH3A1|CYC1|DLD|PFAS|RPA1|UGDH|SGPL1|RPIA|CYCS|AKR1B10|ADO,-1.6,0
1,-3.4,L1k:225701,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-B2680:BMP4@HT29@50ng/mL:4h (DN),,-3.4,3.2,4.3,10173,100,383,12,3.1,0.89,2098|2673|5223|5438|5441|7358|8802|10632|51082|51382|55748|65057,ESD|GFPT1|PGAM1|POLR2I|POLR2L|UGDH|SUCLG1|ATP5MG|POLR1D|ATP6V1D|CNDP2|ACD,-1.6,0
1,-3.4,L1k:225785,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-B3670:BTC@HA1E@100ng/mL:4h (DN),,-3.4,3.2,4.3,10173,100,383,12,3.1,0.89,128|1119|1537|1603|1738|3157|22934|29929|51382|54205|55748|65057,ADH5|CHKA|CYC1|DAD1|DLD|HMGCS1|RPIA|ALG6|ATP6V1D|CYCS|CNDP2|ACD,-1.6,0
1,-3.4,L1k:225975,M1,1,0,L1000 Lgnd,94,Lgnd:CMAP-CYT-C5813:HF1@PC3@1000ng/mL:2h (DN),,-3.4,3.2,4.3,10173,100,383,12,3.1,0.89,528|1340|1738|4698|5440|7381|7386|8803|9296|23659|54205|55256,ATP6V1C1|COX6B1|DLD|NDUFA5|POLR2K|UQCRB|UQCRFS1|SUCLA2|ATP6V1F|PLA2G15|CYCS|ADI1,-1.6,0
