_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-27,C0020615,M1,1,0,DisGeNET,35,Hypoglycemia,,-27,7.2,16,30182,420,487,49,10,1.4,34|38|353|513|549|551|593|594|1629|1738|2023|2184|2203|2592|2639|2645|2657|2695|2710|2875|3155|4351|4524|4535|4536|4537|4694|4700|4715|4716|4719|4723|4724|4726|4728|4729|5009|5091|5236|5256|5813|7358|7381|8802|8879|23417|55163|79947|374291,ACADM|ACAT1|APRT|ATP5F1D|AUH|AVP|BCKDHA|BCKDHB|DBT|DLD|ENO1|FAH|FBP1|GALT|GCDH|GCK|GDF1|GIP|GK|GPT|HMGCL|MPI|MTHFR|ND1|ND2|ND3|NDUFA1|NDUFA6|NDUFB9|NDUFB10|NDUFS1|NDUFV1|NDUFS4|NDUFS6|NDUFS8|NDUFV2|OTC|PC|PGM1|PHKA2|PURA|UGDH|UQCRB|SUCLG1|SGPL1|MLYCD|PNPO|DHDDS|NDUFS7,-23,0
1,-26,C0751651,M1,1,0,DisGeNET,35,Mitochondrial Diseases,,-26,9,17,30182,283,487,41,8.4,1.3,31|51|353|513|514|1340|1352|1355|1371|1431|1806|2632|2678|3155|4508|4513|4519|4535|4537|4694|4695|4700|4702|4719|4723|4724|4725|4726|4728|5009|5160|6389|6390|6391|6392|6652|7381|7386|51079|54802|374291,ACACA|ACOX1|APRT|ATP5F1D|ATP5F1E|COX6B1|COX10|COX15|CPOX|CS|DPYD|GBE1|GGT1|HMGCL|ATP6|COX2|CYTB|ND1|ND3|NDUFA1|NDUFA2|NDUFA6|NDUFA8|NDUFS1|NDUFV1|NDUFS4|NDUFS5|NDUFS6|NDUFS8|OTC|PDHA1|SDHA|SDHB|SDHC|SDHD|SORD|UQCRB|UQCRFS1|NDUFA13|TRIT1|NDUFS7,-23,0
1,-26,C0282577,M1,1,0,DisGeNET,35,Congenital Disorders of Glycosylation,,-26,17,21,30182,102,487,28,5.7,1.1,353|590|633|1738|1798|2821|4247|4351|5236|5238|5373|7841|7991|8813|8818|10195|22845|29929|54344|56052|79053|79087|79796|79868|79947|85365|201595|440138,APRT|BCHE|BGN|DLD|DPAGT1|GPI|MGAT2|MPI|PGM1|PGM3|PMM2|MOGS|TUSC3|DPM1|DPM2|ALG3|DOLK|ALG6|DPM3|ALG1|ALG8|ALG12|ALG9|ALG13|DHDDS|ALG2|STT3B|ALG11,-23,0
1,-26,C0023520,M1,1,0,DisGeNET,35,Leukodystrophy,,-26,11,18,30182,190,487,35,7.2,1.2,51|514|1352|1355|2058|2632|4535|4536|4537|4694|4695|4700|4704|4715|4716|4719|4723|4724|4726|4728|4729|5091|5160|6389|6390|6652|8560|9533|11128|25885|51079|51218|55703|55967|374291,ACOX1|ATP5F1E|COX10|COX15|EPRS1|GBE1|ND1|ND2|ND3|NDUFA1|NDUFA2|NDUFA6|NDUFA9|NDUFB9|NDUFB10|NDUFS1|NDUFV1|NDUFS4|NDUFS6|NDUFS8|NDUFV2|PC|PDHA1|SDHA|SDHB|SORD|DEGS1|POLR1C|POLR3A|POLR1A|NDUFA13|GLRX5|POLR3B|NDUFA12|NDUFS7,-23,0
1,-25,C0007194,M1,1,0,DisGeNET,35,Hypertrophic Cardiomyopathy,,-25,6,15,30182,559,487,54,11,1.4,31|353|514|551|767|1215|1340|1352|1355|1738|1804|2184|2597|2720|3145|3418|4508|4512|4513|4514|4519|4535|4536|4537|4668|4694|4695|4700|4704|4715|4716|4719|4723|4724|4726|4728|4729|5160|5289|5373|6389|6390|6392|7167|8802|11019|23417|27235|51079|55278|55967|56052|79158|374291,ACACA|APRT|ATP5F1E|AVP|CA8|CMA1|COX6B1|COX10|COX15|DLD|DPP6|FAH|GAPDH|GLB1|HMBS|IDH2|ATP6|COX1|COX2|COX3|CYTB|ND1|ND2|ND3|NAGA|NDUFA1|NDUFA2|NDUFA6|NDUFA9|NDUFB9|NDUFB10|NDUFS1|NDUFV1|NDUFS4|NDUFS6|NDUFS8|NDUFV2|PDHA1|PIK3C3|PMM2|SDHA|SDHB|SDHD|TPI1|SUCLG1|LIAS|MLYCD|COQ2|NDUFA13|QRSL1|NDUFA12|ALG1|GNPTAB|NDUFS7,-22,0
1,-25,C0011853,M1,1,0,DisGeNET,35,"Diabetes Mellitus, Experimental",,-25,6.2,15,30182,522,487,52,11,1.4,51|100|132|158|210|211|353|445|496|498|506|522|590|593|594|622|847|1215|1723|2181|2539|2597|2645|2673|2678|2695|2987|3145|3155|3156|3157|3251|4513|4519|4524|4535|5009|5091|5198|5213|5471|5742|6652|7167|7371|7372|7498|8639|8833|10476|23175|139596,ACOX1|ADA|ADK|ADSL|ALAD|ALAS1|APRT|ASS1|ATP4B|ATP5F1A|ATP5F1B|ATP5PF|BCHE|BCKDHA|BCKDHB|BDH1|CAT|CMA1|DHODH|ACSL3|G6PD|GAPDH|GCK|GFPT1|GGT1|GIP|GUK1|HMBS|HMGCL|HMGCR|HMGCS1|HPRT1|COX2|CYTB|MTHFR|ND1|OTC|PC|PFAS|PFKM|PPAT|PTGS1|SORD|TPI1|UCK2|UMPS|XDH|AOC3|GMPS|ATP5PD|LPIN1|UPRT,-22,0
1,-25,C1836038,M1,1,0,DisGeNET,35,Poor head control,,-25,12,18,30182,162,487,32,6.6,1.1,191|1719|1798|2673|4191|4535|4536|4537|4694|4700|4715|4716|4719|4723|4724|4726|4728|4729|6389|6390|6392|8818|8867|9091|10243|51079|51227|79868|79947|85365|199857|374291,AHCY|DHFR|DPAGT1|GFPT1|MDH2|ND1|ND2|ND3|NDUFA1|NDUFA6|NDUFB9|NDUFB10|NDUFS1|NDUFV1|NDUFS4|NDUFS6|NDUFS8|NDUFV2|SDHA|SDHB|SDHD|DPM2|SYNJ1|PIGQ|GPHN|NDUFA13|PIGP|ALG13|DHDDS|ALG2|ALG14|NDUFS7,-22,0
1,-25,C1963184,M1,1,0,DisGeNET,35,"Nystagmus, CTCAE 3.0",,-25,4.9,14,30182,779,487,62,13,1.5,51|158|498|529|1352|1355|1737|1798|1806|2058|3614|4338|4508|4535|4536|4537|4598|4668|4694|4695|4700|4704|4715|4716|4719|4723|4724|4726|4728|4729|5130|5160|5373|5813|6389|6390|6392|6898|7306|8560|8733|8813|8867|11128|22934|23556|26227|26275|27235|51079|51102|51218|51604|55967|57704|64802|79868|79947|85365|94005|138050|374291,ACOX1|ADSL|ATP5F1A|ATP6V1E1|COX10|COX15|DLAT|DPAGT1|DPYD|EPRS1|IMPDH1|MOCS2|ATP6|ND1|ND2|ND3|MVK|NAGA|NDUFA1|NDUFA2|NDUFA6|NDUFA9|NDUFB9|NDUFB10|NDUFS1|NDUFV1|NDUFS4|NDUFS6|NDUFS8|NDUFV2|PCYT1A|PDHA1|PMM2|PURA|SDHA|SDHB|SDHD|TAT|TYRP1|DEGS1|GPAA1|DPM1|SYNJ1|POLR3A|RPIA|PIGN|PHGDH|HIBCH|COQ2|NDUFA13|MECR|GLRX5|PIGT|NDUFA12|GBA2|NMNAT1|ALG13|DHDDS|ALG2|PIGS|HGSNAT|NDUFS7,-21,0
1,-25,C4554036,M1,1,0,DisGeNET,35,"Nystagmus, CTCAE 5.0",,-25,4.9,14,30182,779,487,62,13,1.5,51|158|498|529|1352|1355|1737|1798|1806|2058|3614|4338|4508|4535|4536|4537|4598|4668|4694|4695|4700|4704|4715|4716|4719|4723|4724|4726|4728|4729|5130|5160|5373|5813|6389|6390|6392|6898|7306|8560|8733|8813|8867|11128|22934|23556|26227|26275|27235|51079|51102|51218|51604|55967|57704|64802|79868|79947|85365|94005|138050|374291,ACOX1|ADSL|ATP5F1A|ATP6V1E1|COX10|COX15|DLAT|DPAGT1|DPYD|EPRS1|IMPDH1|MOCS2|ATP6|ND1|ND2|ND3|MVK|NAGA|NDUFA1|NDUFA2|NDUFA6|NDUFA9|NDUFB9|NDUFB10|NDUFS1|NDUFV1|NDUFS4|NDUFS6|NDUFS8|NDUFV2|PCYT1A|PDHA1|PMM2|PURA|SDHA|SDHB|SDHD|TAT|TYRP1|DEGS1|GPAA1|DPM1|SYNJ1|POLR3A|RPIA|PIGN|PHGDH|HIBCH|COQ2|NDUFA13|MECR|GLRX5|PIGT|NDUFA12|GBA2|NMNAT1|ALG13|DHDDS|ALG2|PIGS|HGSNAT|NDUFS7,-21,0
1,-24,C0235946,M1,1,0,DisGeNET,35,Cerebral atrophy,,-24,6.6,15,30182,454,487,48,9.9,1.4,95|132|158|549|551|1719|1806|1807|2058|2271|2678|2720|2752|2875|3704|4338|4598|4668|4695|4704|4719|4723|4729|5160|5279|5373|5833|6709|7841|7991|8772|8802|8803|8867|9487|9524|10195|10243|23556|27235|51604|54802|56052|57704|79868|79947|128869|440138,ACY1|ADK|ADSL|AUH|AVP|DHFR|DPYD|DPYS|EPRS1|FH|GGT1|GLB1|GLUL|GPT|ITPA|MOCS2|MVK|NAGA|NDUFA2|NDUFA9|NDUFS1|NDUFV1|NDUFV2|PDHA1|PIGC|PMM2|PCYT2|SPTAN1|MOGS|TUSC3|FADD|SUCLG1|SUCLA2|SYNJ1|PIGL|TECR|ALG3|GPHN|PIGN|COQ2|PIGT|TRIT1|ALG1|GBA2|ALG13|DHDDS|PIGU|ALG11,-21,0
1,-24,C0029124,M1,1,0,DisGeNET,35,Optic Atrophy,,-24,5.8,15,30182,568,487,53,11,1.4,51|189|271|471|549|1340|1352|1355|1806|2058|2271|2720|3614|4508|4512|4513|4514|4519|4535|4536|4537|4668|4695|4704|4719|4723|4724|4728|4729|4942|5160|6389|6392|7841|8566|8733|8813|8818|8867|9091|10195|11128|22934|51079|51102|51218|55967|64802|79868|79947|138050|201595|374291,ACOX1|AGXT|AMPD2|ATIC|AUH|COX6B1|COX10|COX15|DPYD|EPRS1|FH|GLB1|IMPDH1|ATP6|COX1|COX2|COX3|CYTB|ND1|ND2|ND3|NAGA|NDUFA2|NDUFA9|NDUFS1|NDUFV1|NDUFS4|NDUFS8|NDUFV2|OAT|PDHA1|SDHA|SDHD|MOGS|PDXK|GPAA1|DPM1|DPM2|SYNJ1|PIGQ|ALG3|POLR3A|RPIA|NDUFA13|MECR|GLRX5|NDUFA12|NMNAT1|ALG13|DHDDS|HGSNAT|STT3B|NDUFS7,-21,0
1,-24,C1167918,M1,1,0,DisGeNET,35,Increased CSF lactate,,-24,18,20,30182,87,487,25,5.1,1,1340|1352|1355|4191|4508|4535|4536|4537|4694|4695|4700|4704|4715|4716|4719|4723|4724|4726|4728|4729|5160|6389|51079|55967|374291,COX6B1|COX10|COX15|MDH2|ATP6|ND1|ND2|ND3|NDUFA1|NDUFA2|NDUFA6|NDUFA9|NDUFB9|NDUFB10|NDUFS1|NDUFV1|NDUFS4|NDUFS6|NDUFS8|NDUFV2|PDHA1|SDHA|NDUFA13|NDUFA12|NDUFS7,-21,0
1,-23,C0270612,M1,1,0,DisGeNET,35,Leukoencephalopathy,,-23,10,17,30182,189,487,32,6.6,1.1,549|1340|1352|1806|2673|3145|3155|4513|4524|4535|4536|4537|4694|4695|4700|4715|4716|4719|4723|4724|4726|4728|4729|6390|6652|8560|11128|22934|26275|51218|55703|374291,AUH|COX6B1|COX10|DPYD|GFPT1|HMBS|HMGCL|COX2|MTHFR|ND1|ND2|ND3|NDUFA1|NDUFA2|NDUFA6|NDUFB9|NDUFB10|NDUFS1|NDUFV1|NDUFS4|NDUFS6|NDUFS8|NDUFV2|SDHB|SORD|DEGS1|POLR3A|RPIA|HIBCH|GLRX5|POLR3B|NDUFS7,-20,0
1,-22,C4024926,M1,1,0,DisGeNET,35,Focal T2 hyperintense basal ganglia lesion,,-22,26,21,30182,46,487,19,3.9,0.88,1355|4508|4535|4536|4537|4695|4704|4719|4723|4724|4728|4729|5160|6389|27235|51079|51102|55967|374291,COX15|ATP6|ND1|ND2|ND3|NDUFA2|NDUFA9|NDUFS1|NDUFV1|NDUFS4|NDUFS8|NDUFV2|PDHA1|SDHA|COQ2|NDUFA13|MECR|NDUFA12|NDUFS7,-19,0
1,-21,C2700617,M1,1,0,DisGeNET,35,Irritation - emotion,,-21,12,17,30182,147,487,28,5.7,1.1,51|275|435|445|498|551|1371|1644|2203|2639|2643|2653|2731|3141|3704|4508|4719|5009|5053|6389|6390|6392|8803|9091|26227|26275|51218|79158,ACOX1|AMT|ASL|ASS1|ATP5F1A|AVP|CPOX|DDC|FBP1|GCDH|GCH1|GCSH|GLDC|HLCS|ITPA|ATP6|NDUFS1|OTC|PAH|SDHA|SDHB|SDHD|SUCLA2|PIGQ|PHGDH|HIBCH|GLRX5|GNPTAB,-18,0
1,-21,C0038379,M1,1,0,DisGeNET,35,Strabismus,,-21,4.8,13,30182,716,487,55,11,1.4,51|158|501|529|590|767|1352|1355|1723|2657|2673|2710|4191|4535|4536|4537|4668|4694|4695|4700|4704|4715|4716|4719|4723|4724|4726|4728|4729|5053|5160|5373|5813|5832|5980|6389|7306|8803|8813|8818|8879|9091|9487|9533|10195|26275|29929|51079|51082|51218|51227|51604|55967|374291|440138,ACOX1|ADSL|ALDH7A1|ATP6V1E1|BCHE|CA8|COX10|COX15|DHODH|GDF1|GFPT1|GK|MDH2|ND1|ND2|ND3|NAGA|NDUFA1|NDUFA2|NDUFA6|NDUFA9|NDUFB9|NDUFB10|NDUFS1|NDUFV1|NDUFS4|NDUFS6|NDUFS8|NDUFV2|PAH|PDHA1|PMM2|PURA|ALDH18A1|REV3L|SDHA|TYRP1|SUCLA2|DPM1|DPM2|SGPL1|PIGQ|PIGL|POLR1C|ALG3|HIBCH|ALG6|NDUFA13|POLR1D|GLRX5|PIGP|PIGT|NDUFA12|NDUFS7|ALG11,-18,0
1,-21,C0027066,M1,1,0,DisGeNET,35,Myoclonus,,-21,8.2,15,30182,265,487,35,7.2,1.2,158|275|1644|2643|2653|2731|3155|4508|4668|4723|5277|5813|6389|6392|6709|8867|9091|9487|9533|10243|10588|10715|11019|26275|29968|51102|51218|51227|51477|55163|55650|79947|84720|132158|284098,ADSL|AMT|DDC|GCH1|GCSH|GLDC|HMGCL|ATP6|NAGA|NDUFV1|PIGA|PURA|SDHA|SDHD|SPTAN1|SYNJ1|PIGQ|PIGL|POLR1C|GPHN|MTHFS|CERS1|LIAS|HIBCH|PSAT1|MECR|GLRX5|PIGP|ISYNA1|PNPO|PIGV|DHDDS|PIGO|GLYCTK|PIGW,-18,0
1,-21,C0036857,M1,1,0,DisGeNET,35,Severe intellectual disability,,-21,6.2,14,30182,429,487,43,8.8,1.3,38|51|95|100|132|471|1355|1629|1798|2645|2737|3155|3612|4128|4247|4508|4524|4668|4669|4695|4704|4719|4723|4724|4728|4729|5053|5160|5279|6389|6709|7991|8802|9487|9524|51079|55650|55967|79868|84720|199857|284098|374291,ACAT1|ACOX1|ACY1|ADA|ADK|ATIC|COX15|DBT|DPAGT1|GCK|GLI3|HMGCL|IMPA1|MAOA|MGAT2|ATP6|MTHFR|NAGA|NAGLU|NDUFA2|NDUFA9|NDUFS1|NDUFV1|NDUFS4|NDUFS8|NDUFV2|PAH|PDHA1|PIGC|SDHA|SPTAN1|TUSC3|SUCLG1|PIGL|TECR|NDUFA13|PIGV|NDUFA12|ALG13|PIGO|ALG14|PIGW|NDUFS7,-18,0
1,-20,C4021546,M1,1,0,DisGeNET,35,Abnormal mitochondria in muscle tissue,,-20,27,21,30182,39,487,17,3.5,0.83,4535|4536|4537|4694|4700|4715|4716|4719|4723|4724|4726|4728|4729|6389|6392|138050|374291,ND1|ND2|ND3|NDUFA1|NDUFA6|NDUFB9|NDUFB10|NDUFS1|NDUFV1|NDUFS4|NDUFS6|NDUFS8|NDUFV2|SDHA|SDHD|HGSNAT|NDUFS7,-17,0
