_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-6.8,L1k:294991,M1,1,0,L1000 shRNA,91,shRNA:CGS001-3265:HRAS@HEKTE:96h (DN),,-6.8,4.5,7,10173,100,383,17,4.4,1.1,223|516|522|1340|1738|2058|3157|4704|5223|5438|5441|6184|6390|6391|7167|29796|55748,ALDH9A1|ATP5MC1|ATP5PF|COX6B1|DLD|EPRS1|HMGCS1|NDUFA9|PGAM1|POLR2I|POLR2L|RPN1|SDHB|SDHC|TPI1|UQCR10|CNDP2,-3.5,0
1,-6.6,L1k:292980,M1,1,0,L1000 shRNA,91,shRNA:CGS001-29110:TBK1@A549@1uL:96h (DN),,-6.6,13,9.1,10173,14,383,7,1.8,0.68,128|1738|2539|7086|7167|51382|57016,ADH5|DLD|G6PD|TKT|TPI1|ATP6V1D|AKR1B10,-3.3,0
1,-6.5,L1k:285159,M1,1,0,L1000 shRNA,91,shRNA:CGS001-200879:LIPH@A549@1uL:96h (DN),,-6.5,5.2,7.1,10173,71,383,14,3.7,0.96,2539|3157|3417|4704|4726|4860|5223|5438|5441|6184|7086|7167|7298|57016,G6PD|HMGCS1|IDH1|NDUFA9|NDUFS6|PNP|PGAM1|POLR2I|POLR2L|RPN1|TKT|TPI1|TYMS|AKR1B10,-3.3,0
1,-6.5,L1k:288865,M1,1,0,L1000 shRNA,91,shRNA:CGS001-23522:KAT6B@HA1E@1.5uL:96h (DN),,-6.5,11,8.5,10173,20,383,8,2.1,0.73,4704|4860|5223|5438|5441|6184|7167|7298,NDUFA9|PNP|PGAM1|POLR2I|POLR2L|RPN1|TPI1|TYMS,-3.2,0
1,-6.5,L1k:299652,M1,1,0,L1000 shRNA,91,shRNA:CGS001-4302:MLLT6@A549@1uL:96h (DN),,-6.5,4.9,6.9,10173,82,383,15,3.9,0.99,218|1738|2539|2744|3157|4726|4728|4860|5223|5438|5441|7086|7167|7298|57016,ALDH3A1|DLD|G6PD|GLS|HMGCS1|NDUFS6|NDUFS8|PNP|PGAM1|POLR2I|POLR2L|TKT|TPI1|TYMS|AKR1B10,-3.2,0
1,-6.4,L1k:307937,M1,1,0,L1000 shRNA,91,shRNA:CGS001-55818:KDM3A@A549@1uL:96h (DN),,-6.4,7.6,7.7,10173,35,383,10,2.6,0.81,1738|2539|5223|5438|5441|6117|7086|7167|7358|51382,DLD|G6PD|PGAM1|POLR2I|POLR2L|RPA1|TKT|TPI1|UGDH|ATP6V1D,-3.2,0
1,-6.3,L1k:279020,M1,1,0,L1000 shRNA,91,shRNA:CGS001-11035:RIPK3@A549@1uL:96h (DN),,-6.3,4.4,6.7,10173,96,383,16,4.2,1,1738|2539|3157|3417|4190|4704|4706|5223|5438|5441|7086|7167|51382|51495|57016|79717,DLD|G6PD|HMGCS1|IDH1|MDH1|NDUFA9|NDUFAB1|PGAM1|POLR2I|POLR2L|TKT|TPI1|ATP6V1D|HACD3|AKR1B10|PPCS,-3.1,0
1,-6.3,L1k:297399,M1,1,0,L1000 shRNA,91,shRNA:CGS001-3718:JAK3@A549@1uL:96h (DN),,-6.3,5.9,7.1,10173,54,383,12,3.1,0.89,128|513|5438|5441|7086|7167|7298|7358|9533|22934|51082|51382,ADH5|ATP5F1D|POLR2I|POLR2L|TKT|TPI1|TYMS|UGDH|POLR1C|RPIA|POLR1D|ATP6V1D,-3.1,0
1,-6.1,L1k:278677,M1,1,0,L1000 shRNA,91,shRNA:CGS001-10951:CBX1@SW480:96h (DN),,-6.1,8.2,7.7,10173,29,383,9,2.3,0.77,440|2597|2954|3157|4704|5441|7167|7298|51082,ASNS|GAPDH|GSTZ1|HMGCS1|NDUFA9|POLR2L|TPI1|TYMS|POLR1D,-3.1,0
1,-6.1,L1k:319799,M1,1,0,L1000 shRNA,91,shRNA:CGS001-79923:NANOG@PC3@2uL:96h (DN),,-6.1,6.4,7.2,10173,46,383,11,2.9,0.85,128|1340|2937|4190|5223|5438|6117|7167|7264|22934|51382,ADH5|COX6B1|GSS|MDH1|PGAM1|POLR2I|RPA1|TPI1|GFUS|RPIA|ATP6V1D,-3.1,0
1,-6.1,L1k:281778,M1,1,0,L1000 shRNA,91,shRNA:CGS001-140609:NEK7@A375@1uL:96h (DN),,-6.1,4.2,6.5,10173,100,383,16,4.2,1,1537|1738|2058|2937|4191|5223|5436|5438|5441|7086|7167|8802|10632|22934|55748|65057,CYC1|DLD|EPRS1|GSS|MDH2|PGAM1|POLR2G|POLR2I|POLR2L|TKT|TPI1|SUCLG1|ATP5MG|RPIA|CNDP2|ACD,-3.1,0
1,-6.1,L1k:287784,M1,1,0,L1000 shRNA,91,shRNA:CGS001-230:ALDOC@MCF7@2uL:96h (DN),,-6.1,4.2,6.5,10173,100,383,16,4.2,1,514|533|1743|2582|2643|2821|4694|4726|4729|4860|5438|5440|7086|7298|8772|29796,ATP5F1E|ATP6V0B|DLST|GALE|GCH1|GPI|NDUFA1|NDUFS6|NDUFV2|PNP|POLR2I|POLR2K|TKT|TYMS|FADD|UQCR10,-3.1,0
1,-6.1,L1k:317214,M1,1,0,L1000 shRNA,91,shRNA:CGS001-7264:TSTA3@A549@1uL:96h (DN),,-6.1,4.2,6.5,10173,100,383,16,4.2,1,1340|2582|4247|4728|4860|5438|5441|6184|7167|7264|7298|9524|23463|54205|55748|57016,COX6B1|GALE|MGAT2|NDUFS8|PNP|POLR2I|POLR2L|RPN1|TPI1|GFUS|TYMS|TECR|ICMT|CYCS|CNDP2|AKR1B10,-3.1,0
1,-6.1,L1k:323518,M1,1,0,L1000 shRNA,91,shRNA:CGS001-875:CBS@A549@1uL:96h (DN),,-6.1,4.2,6.5,10173,100,383,16,4.2,1,128|1841|2058|2539|2987|5223|5434|5441|6117|6184|7086|7167|22934|51382|55748|57016,ADH5|DTYMK|EPRS1|G6PD|GUK1|PGAM1|POLR2E|POLR2L|RPA1|RPN1|TKT|TPI1|RPIA|ATP6V1D|CNDP2|AKR1B10,-3.1,0
1,-6,L1k:315768,M1,1,0,L1000 shRNA,91,shRNA:CGS001-6909:TBX2@A549@1uL:96h (DN),,-6,7,7.3,10173,38,383,10,2.6,0.81,132|435|1738|2184|2539|2597|5438|7086|7167|54205,ADK|ASL|DLD|FAH|G6PD|GAPDH|POLR2I|TKT|TPI1|CYCS,-3.1,0
1,-5.8,L1k:311787,M1,1,0,L1000 shRNA,91,shRNA:CGS001-607:BCL9@A375@1uL:96h (DN),,-5.8,11,8.1,10173,17,383,7,1.8,0.68,128|4144|5440|7086|7167|51495|65057,ADH5|MAT2A|POLR2K|TKT|TPI1|HACD3|ACD,-2.9,0
1,-5.8,L1k:315970,M1,1,0,L1000 shRNA,91,shRNA:CGS001-6938:TCF12@MCF7@2uL:96h (DN),,-5.8,11,8.1,10173,17,383,7,1.8,0.68,514|533|2752|4726|7298|8772|29796,ATP5F1E|ATP6V0B|GLUL|NDUFS6|TYMS|FADD|UQCR10,-2.9,0
1,-5.8,L1k:309804,M1,1,0,L1000 shRNA,91,shRNA:CGS001-5743:PTGS2@A549@1uL:96h (DN),,-5.8,6.6,7.1,10173,40,383,10,2.6,0.81,2539|3157|3417|6184|6241|6389|7086|7298|29796|57016,G6PD|HMGCS1|IDH1|RPN1|RRM2|SDHA|TKT|TYMS|UQCR10|AKR1B10,-2.9,0
1,-5.8,L1k:321642,M1,1,0,L1000 shRNA,91,shRNA:CGS001-84365:MKI67IP@A549@1uL:96h (DN),,-5.8,4.9,6.5,10173,70,383,13,3.4,0.93,2539|2678|3157|3417|4704|4726|5223|5236|5441|7086|7167|7298|57016,G6PD|GGT1|HMGCS1|IDH1|NDUFA9|NDUFS6|PGAM1|PGM1|POLR2L|TKT|TPI1|TYMS|AKR1B10,-2.8,0
1,-5.6,L1k:305917,M1,1,0,L1000 shRNA,91,shRNA:CGS001-54681:P4HTM@A549@1uL:96h (DN),,-5.6,5.7,6.7,10173,51,383,11,2.9,0.85,1340|1738|2597|2821|4728|5438|5441|6117|7167|23463|54205,COX6B1|DLD|GAPDH|GPI|NDUFS8|POLR2I|POLR2L|RPA1|TPI1|ICMT|CYCS,-2.7,0
1,-5.5,L1k:321168,M1,1,0,L1000 shRNA,91,shRNA:CGS001-83551:TAAR8@A549@1uL:96h (DN),,-5.5,5.1,6.4,10173,63,383,12,3.1,0.89,1738|2058|2224|5223|5438|5441|6184|6241|6389|7086|7167|7298,DLD|EPRS1|FDPS|PGAM1|POLR2I|POLR2L|RPN1|RRM2|SDHA|TKT|TPI1|TYMS,-2.7,0
1,-5.5,L1k:288693,M1,1,0,L1000 shRNA,91,shRNA:CGS001-23464:GCAT@A549@1uL:96h (DN),,-5.5,4.1,6,10173,98,383,15,3.9,0.99,1738|2058|2184|2539|3157|4704|4726|4860|5441|6389|6390|7086|51382|55748|57016,DLD|EPRS1|FAH|G6PD|HMGCS1|NDUFA9|NDUFS6|PNP|POLR2L|SDHA|SDHB|TKT|ATP6V1D|CNDP2|AKR1B10,-2.7,0
1,-5.5,L1k:312863,M1,1,0,L1000 shRNA,91,shRNA:CGS001-63933:CCDC90A@A549@1uL:96h (DN),,-5.5,4.1,6,10173,98,383,15,3.9,0.99,128|514|516|533|2539|2937|3704|3988|4860|5436|5832|7167|9296|29880|57016,ADH5|ATP5F1E|ATP5MC1|ATP6V0B|G6PD|GSS|ITPA|LIPA|PNP|POLR2G|ALDH18A1|TPI1|ATP6V1F|ALG5|AKR1B10,-2.7,0
1,-5.4,L1k:302450,M1,1,0,L1000 shRNA,91,shRNA:CGS001-51002:TPRKB@PC3@2uL:96h (DN),,-5.4,12,8,10173,13,383,6,1.6,0.63,847|3157|3988|5223|6117|7358,CAT|HMGCS1|LIPA|PGAM1|RPA1|UGDH,-2.7,0
1,-5.4,L1k:285961,M1,1,0,L1000 shRNA,91,shRNA:CGS001-2138:EYA1@A549@1uL:96h (DN),,-5.4,6,6.6,10173,44,383,10,2.6,0.81,1738|2539|3157|4704|5373|5441|6389|7086|54205|57016,DLD|G6PD|HMGCS1|NDUFA9|PMM2|POLR2L|SDHA|TKT|CYCS|AKR1B10,-2.7,0
1,-5.4,L1k:303978,M1,1,0,L1000 shRNA,91,shRNA:CGS001-51776:ZAK@ASC@6uL:96h (DN),,-5.4,6,6.6,10173,44,383,10,2.6,0.81,128|513|533|847|1738|4329|5223|5236|7390|79717,ADH5|ATP5F1D|ATP6V0B|CAT|DLD|ALDH6A1|PGAM1|PGM1|UROS|PPCS,-2.7,0
1,-5.4,L1k:293752,M1,1,0,L1000 shRNA,91,shRNA:CGS001-29994:BAZ2B@A549@1uL:96h (DN),,-5.4,5.4,6.4,10173,54,383,11,2.9,0.85,1738|2539|3417|5223|5438|5441|7086|7167|7358|51382|57016,DLD|G6PD|IDH1|PGAM1|POLR2I|POLR2L|TKT|TPI1|UGDH|ATP6V1D|AKR1B10,-2.7,0
1,-5.4,L1k:325071,M1,1,0,L1000 shRNA,91,shRNA:CGS001-9131:AIFM1@A549@1uL:96h (DN),,-5.4,7.9,7.1,10173,27,383,8,2.1,0.73,1738|2539|3157|3417|6184|7086|7167|7298,DLD|G6PD|HMGCS1|IDH1|RPN1|TKT|TPI1|TYMS,-2.7,0
1,-5.4,L1k:325283,M1,1,0,L1000 shRNA,91,shRNA:CGS001-9183:ZW10@ASC@6uL:96h (DN),,-5.4,7.9,7.1,10173,27,383,8,2.1,0.73,445|513|4704|5223|5441|6184|7086|7167,ASS1|ATP5F1D|NDUFA9|PGAM1|POLR2L|RPN1|TKT|TPI1,-2.7,0
1,-5.4,L1k:325324,M1,1,0,L1000 shRNA,91,shRNA:CGS001-91949:COG7@ASC@6uL:96h (DN),,-5.4,7.9,7.1,10173,27,383,8,2.1,0.73,513|3157|4700|4726|5223|7086|7358|55748,ATP5F1D|HMGCS1|NDUFA6|NDUFS6|PGAM1|TKT|UGDH|CNDP2,-2.7,0
1,-5.3,L1k:278129,M1,1,0,L1000 shRNA,91,shRNA:CGS001-10775:POP4@A549@1uL:96h (DN),,-5.3,4,5.9,10173,100,383,15,3.9,0.99,533|1340|1738|2539|2582|2597|2821|4860|5236|6184|6652|7167|7386|10476|57016,ATP6V0B|COX6B1|DLD|G6PD|GALE|GAPDH|GPI|PNP|PGM1|RPN1|SORD|TPI1|UQCRFS1|ATP5PD|AKR1B10,-2.7,0
1,-5.3,L1k:285396,M1,1,0,L1000 shRNA,91,shRNA:CGS001-204:AK2@A549@1uL:96h (DN),,-5.3,4,5.9,10173,100,383,15,3.9,0.99,128|514|2539|2954|4728|5281|5441|6390|7086|7167|7390|10476|29796|51382|55748,ADH5|ATP5F1E|G6PD|GSTZ1|NDUFS8|PIGF|POLR2L|SDHB|TKT|TPI1|UROS|ATP5PD|UQCR10|ATP6V1D|CNDP2,-2.7,0
1,-5.3,L1k:290323,M1,1,0,L1000 shRNA,91,shRNA:CGS001-25948:KBTBD2@ASC@6uL:96h (DN),,-5.3,4,5.9,10173,100,383,15,3.9,0.99,211|445|513|1841|2339|3417|4700|4704|4726|5441|6184|7086|7167|8560|54344,ALAS1|ASS1|ATP5F1D|DTYMK|FNTA|IDH1|NDUFA6|NDUFA9|NDUFS6|POLR2L|RPN1|TKT|TPI1|DEGS1|DPM3,-2.7,0
1,-5.3,L1k:290574,M1,1,0,L1000 shRNA,91,shRNA:CGS001-26128:KIAA1279@SKL@10uL:96h (DN),,-5.3,4,5.9,10173,100,383,15,3.9,0.99,445|513|2224|2987|3157|4704|4728|5223|5436|5438|5441|7358|10476|29796|51382,ASS1|ATP5F1D|FDPS|GUK1|HMGCS1|NDUFA9|NDUFS8|PGAM1|POLR2G|POLR2I|POLR2L|UGDH|ATP5PD|UQCR10|ATP6V1D,-2.7,0
1,-5.3,L1k:300629,M1,1,0,L1000 shRNA,91,shRNA:CGS001-4712:NDUFB6@MCF7@2uL:96h (DN),,-5.3,4,5.9,10173,100,383,15,3.9,0.99,128|501|513|1537|1738|3157|5223|5439|5441|7358|7381|7388|51495|54205|65057,ADH5|ALDH7A1|ATP5F1D|CYC1|DLD|HMGCS1|PGAM1|POLR2J|POLR2L|UGDH|UQCRB|UQCRH|HACD3|CYCS|ACD,-2.7,0
1,-5.3,L1k:302600,M1,1,0,L1000 shRNA,91,shRNA:CGS001-51053:GMNN@ASC@6uL:96h (DN),,-5.3,4,5.9,10173,100,383,15,3.9,0.99,128|445|501|3157|3417|4191|5223|5230|5434|5438|5441|6472|7167|8802|55748,ADH5|ASS1|ALDH7A1|HMGCS1|IDH1|MDH2|PGAM1|PGK1|POLR2E|POLR2I|POLR2L|SHMT2|TPI1|SUCLG1|CNDP2,-2.7,0
1,-5.3,L1k:310988,M1,1,0,L1000 shRNA,91,shRNA:CGS001-5901:RAN@A549@1uL:96h (DN),,-5.3,4,5.9,10173,100,383,15,3.9,0.99,2224|2539|2720|3157|4726|4728|5441|5498|6389|6709|7086|7167|7298|7390|57016,FDPS|G6PD|GLB1|HMGCS1|NDUFS6|NDUFS8|POLR2L|PPOX|SDHA|SPTAN1|TKT|TPI1|TYMS|UROS|AKR1B10,-2.7,0
1,-5.3,L1k:311912,M1,1,0,L1000 shRNA,91,shRNA:CGS001-6129:RPL7@HT29@1uL:96h (DN),,-5.3,4,5.9,10173,100,383,15,3.9,0.99,622|847|1719|1854|3156|3251|3417|3988|5427|6117|6241|7167|26227|29796|51495,BDH1|CAT|DHFR|DUT|HMGCR|HPRT1|IDH1|LIPA|POLE2|RPA1|RRM2|TPI1|PHGDH|UQCR10|HACD3,-2.7,0
1,-5.3,L1k:314304,M1,1,0,L1000 shRNA,91,shRNA:CGS001-6599:SMARCC1@A549@1uL:96h (DN),,-5.3,4,5.9,10173,100,383,15,3.9,0.99,847|2058|2539|3251|4338|5223|5236|5438|6821|7167|7358|54205|54995|55500|57016,CAT|EPRS1|G6PD|HPRT1|MOCS2|PGAM1|PGM1|POLR2I|SUOX|TPI1|UGDH|CYCS|OXSM|ETNK1|AKR1B10,-2.7,0
1,-5.3,L1k:320294,M1,1,0,L1000 shRNA,91,shRNA:CGS001-8089:YEATS4@A549@1uL:96h (DN),,-5.3,4,5.9,10173,100,383,15,3.9,0.99,2224|2539|3157|3417|4190|5223|5441|6184|6389|6391|7086|7167|7298|51382|57016,FDPS|G6PD|HMGCS1|IDH1|MDH1|PGAM1|POLR2L|RPN1|SDHA|SDHC|TKT|TPI1|TYMS|ATP6V1D|AKR1B10,-2.7,0
1,-5.3,L1k:287070,M1,1,0,L1000 shRNA,91,shRNA:CGS001-22841:RAB11FIP2@ASC@6uL:96h (DN),,-5.3,4.9,6.2,10173,65,383,12,3.1,0.89,445|513|4700|4704|4726|5223|5441|6184|7086|7167|8560|55748,ASS1|ATP5F1D|NDUFA6|NDUFA9|NDUFS6|PGAM1|POLR2L|RPN1|TKT|TPI1|DEGS1|CNDP2,-2.7,0
1,-5.3,L1k:305403,M1,1,0,L1000 shRNA,91,shRNA:CGS001-5438:POLR2I@A549@1uL:96h (DN),,-5.3,4.9,6.2,10173,65,383,12,3.1,0.89,218|513|1340|2539|2597|5438|5441|7086|7167|51382|54205|57016,ALDH3A1|ATP5F1D|COX6B1|G6PD|GAPDH|POLR2I|POLR2L|TKT|TPI1|ATP6V1D|CYCS|AKR1B10,-2.7,0
1,-5.3,L1k:288285,M1,1,0,L1000 shRNA,91,shRNA:CGS001-23325:KIAA1033@ASC@6uL:96h (DN),,-5.3,9.3,7.3,10173,20,383,7,1.8,0.68,513|4700|4704|4726|5373|7167|8560,ATP5F1D|NDUFA6|NDUFA9|NDUFS6|PMM2|TPI1|DEGS1,-2.6,0
1,-5.3,L1k:317839,M1,1,0,L1000 shRNA,91,shRNA:CGS001-7421:VDR@A375@1uL:96h (DN),,-5.3,4.2,6,10173,89,383,14,3.7,0.96,128|528|1738|2805|2821|3157|3251|3988|5223|7086|7167|8803|51495|54205,ADH5|ATP6V1C1|DLD|GOT1|GPI|HMGCS1|HPRT1|LIPA|PGAM1|TKT|TPI1|SUCLA2|HACD3|CYCS,-2.6,0
1,-5.2,L1k:321531,M1,1,0,L1000 shRNA,91,shRNA:CGS001-84288:EFCAB2@A549@1uL:96h (DN),,-5.2,7.6,6.9,10173,28,383,8,2.1,0.73,128|1738|2539|3988|7167|7358|54205|57016,ADH5|DLD|G6PD|LIPA|TPI1|UGDH|CYCS|AKR1B10,-2.5,0
1,-5.2,L1k:287794,M1,1,0,L1000 shRNA,91,shRNA:CGS001-23102:TBC1D2B@A549@1uL:96h (DN),,-5.2,5.8,6.4,10173,46,383,10,2.6,0.81,3157|4726|4860|5223|6709|7086|7167|7298|55748|57016,HMGCS1|NDUFS6|PNP|PGAM1|SPTAN1|TKT|TPI1|TYMS|CNDP2|AKR1B10,-2.5,0
1,-5.2,L1k:287810,M1,1,0,L1000 shRNA,91,shRNA:CGS001-23118:TAB2@A549@1uL:96h (DN),,-5.2,5.8,6.4,10173,46,383,10,2.6,0.81,1738|2539|3157|4704|5441|5498|6389|7086|7358|57016,DLD|G6PD|HMGCS1|NDUFA9|POLR2L|PPOX|SDHA|TKT|UGDH|AKR1B10,-2.5,0
1,-5.2,L1k:290086,M1,1,0,L1000 shRNA,91,shRNA:CGS001-2583:B4GALNT1@A549@1uL:96h (DN),,-5.2,5.8,6.4,10173,46,383,10,2.6,0.81,3417|4704|5223|5236|5441|6241|7086|7167|7298|57016,IDH1|NDUFA9|PGAM1|PGM1|POLR2L|RRM2|TKT|TPI1|TYMS|AKR1B10,-2.5,0
1,-5.2,L1k:306436,M1,1,0,L1000 shRNA,91,shRNA:CGS001-5501:PPP1CC@MCF7@2uL:96h (DN),,-5.2,11,7.7,10173,14,383,6,1.6,0.63,514|2821|3939|4860|10476|65057,ATP5F1E|GPI|LDHA|PNP|ATP5PD|ACD,-2.5,0
1,-5.2,L1k:320217,M1,1,0,L1000 shRNA,91,shRNA:CGS001-80758:PRR7@A549@1uL:96h (DN),,-5.2,6.5,6.6,10173,37,383,9,2.3,0.77,128|847|2539|5438|5441|7086|7167|23463|57016,ADH5|CAT|G6PD|POLR2I|POLR2L|TKT|TPI1|ICMT|AKR1B10,-2.5,0
1,-5.2,L1k:279809,M1,1,0,L1000 shRNA,91,shRNA:CGS001-112858:TP53RK@MCF7@2uL:96h (DN),,-5.2,4.1,5.8,10173,91,383,14,3.7,0.96,514|1537|1738|2582|3156|3157|7086|7358|7381|8694|8733|10476|22934|55748,ATP5F1E|CYC1|DLD|GALE|HMGCR|HMGCS1|TKT|UGDH|UQCRB|DGAT1|GPAA1|ATP5PD|RPIA|CNDP2,-2.5,0
1,-5.1,L1k:296082,M1,1,0,L1000 shRNA,91,shRNA:CGS001-3485:IGFBP2@A549@1uL:96h (DN),,-5.1,5.7,6.3,10173,47,383,10,2.6,0.81,2023|2539|5223|5438|5441|6184|7086|7167|7264|54205,ENO1|G6PD|PGAM1|POLR2I|POLR2L|RPN1|TKT|TPI1|GFUS|CYCS,-2.5,0
1,-5.1,L1k:307572,M1,1,0,L1000 shRNA,91,shRNA:CGS001-55662:HIF1AN@A549@1uL:96h (DN),,-5.1,5.7,6.3,10173,47,383,10,2.6,0.81,3157|4704|4726|5223|5441|6184|7086|7167|7298|57016,HMGCS1|NDUFA9|NDUFS6|PGAM1|POLR2L|RPN1|TKT|TPI1|TYMS|AKR1B10,-2.5,0
1,-5.1,L1k:283168,M1,1,0,L1000 shRNA,91,shRNA:CGS001-161:AP2A2@A549@1uL:96h (DN),,-5.1,4.3,5.9,10173,80,383,13,3.4,0.93,1603|2224|2539|3157|4144|4726|4860|5438|5441|6184|7086|7167|57016,DAD1|FDPS|G6PD|HMGCS1|MAT2A|NDUFS6|PNP|POLR2I|POLR2L|RPN1|TKT|TPI1|AKR1B10,-2.4,0
1,-5.1,L1k:317038,M1,1,0,L1000 shRNA,91,shRNA:CGS001-7187:TRAF3@HEPG2@1.5uL:96h (DN),,-5.1,4.3,5.9,10173,80,383,13,3.4,0.93,533|2181|2678|3157|3417|3422|4704|5438|5833|6184|7167|9354|29796,ATP6V0B|ACSL3|GGT1|HMGCS1|IDH1|IDI1|NDUFA9|POLR2I|PCYT2|RPN1|TPI1|UBE4A|UQCR10,-2.4,0
1,-5.1,L1k:302487,M1,1,0,L1000 shRNA,91,shRNA:CGS001-51015:ISOC1@ASC@6uL:96h (DN),,-5.1,7.3,6.7,10173,29,383,8,2.1,0.73,513|3157|5223|5441|6184|7086|7167|7358,ATP5F1D|HMGCS1|PGAM1|POLR2L|RPN1|TKT|TPI1|UGDH,-2.4,0
